TXT DosyaNo;esasNo;kararNo
000940;2019-15888;2022-3962
000941;2019-5552;2022-1426
000942;2019-2774;2022-1428
000943;2019-3371;2022-1429
000944;2019-5331;2022-1437
000945;2020-2208;2022-1436
000946;2019-5413;2022-1430
000947;2021-11292;2022-3907
000948;2018-5210;2022-3926
000949;2022-1300;2022-1698
000950;2017-671;2022-3898
000951;2021-4079;2022-3952
000952;2019-19995;2022-3961
000953;2019-17682;2022-3966
000954;2019-12832;2022-3956
000955;2021-8018;2022-3933
000956;2020-753;2022-1081
000957;2019-974;2022-1422
000958;2019-647;2022-1424
000959;2016-4776;2022-1310
000960;2016-4314;2022-1305
000961;2016-4666;2022-1309
000962;2016-4895;2022-1311
000963;2020-1198;2022-1312
000964;2022-1694;2022-3953
000965;2019-7010;2022-1369
000966;2019-1521;2022-1377
000967;2018-1744;2022-1373
000968;2018-2131;2022-1370
000969;2021-1975;2022-1979
000970;2021-4864;2022-1980
000971;2019-3195;2022-1976
000972;2020-3024;2022-1625
000973;2022-2151;2022-2150
000974;2020-4912;2022-1604
000975;2020-45;2022-1597
000976;2022-3672;2022-1590
000977;2020-4861;2022-1596
000978;2020-4866;2022-1602
000979;2022-3552;2022-1593
000980;2020-3068;2022-1629
000981;2018-2129;2022-1371
000982;2019-5792;2022-1364
000983;2018-2130;2022-1372
000984;2018-2196;2022-3801
000985;2018-2126;2022-1361
000986;2018-545;2022-3799
000987;2020-4672;2022-1610
000988;2020-4428;2022-1608
000989;2019-5117;2022-1978
000990;2022-2444;2022-1616
000991;2019-3196;2022-1977
000992;2021-5731;2022-3776
000993;2020-4682;2022-1606
000994;2020-3021;2022-1622
000995;2020-3023;2022-1624
000996;2020-4715;2022-1595
000997;2020-4666;2022-1607
000998;2020-4853;2022-1603
000999;2022-1641;2022-3760
001000;2022-2096;2022-3759
001001;2022-2097;2022-3761
001002;2018-8720;2022-3772
001003;2017-1351;2022-3732
001004;2022-637;2022-1274
001005;2019-2737;2022-1390
001006;2019-4506;2022-2143
001007;2020-4684;2022-1598
001008;2020-4425;2022-1599
001009;2019-6654;2022-1381
001010;2020-3237;2022-1380
001011;2017-3388;2022-1636
001012;2020-923;2022-3737
001013;2021-6029;2022-3777
001014;2021-4747;2022-3798
001015;2020-920;2022-3736
001016;2020-2949;2022-3734
001017;2021-5728;2022-3775
001018;2020-939;2022-3738
001019;2020-773;2022-3735
001020;2020-928;2022-3739
001021;2022-1794;2022-3755
001022;2021-5300;2022-3774
001023;2019-4489;2022-1347
001024;2019-7174;2022-1340
001025;2019-4036;2022-1329
001026;2019-3820;2022-1330
001027;2019-5423;2022-1326
001028;2019-356;2022-1338
001029;2020-2816;2022-1559
001030;2020-2812;2022-1557
001031;2020-2796;2022-1551
001032;2020-2806;2022-1556
001033;2020-2794;2022-1549
001034;2020-2805;2022-1555
001035;2020-2818;2022-1560
001036;2020-2797;2022-1552
001037;2020-68;2022-1533
001038;2020-6939;2022-1534
001039;2022-3875;2022-1540
001040;2020-2790;2022-1548
001041;2022-3350;2022-1544
001042;2022-3871;2022-1541
001043;2020-6650;2022-1539
001044;2020-6954;2022-1536
001045;2020-2795;2022-1550
001046;2021-1069;2022-1532
001047;2021-6485;2022-1546
001048;2021-2746;2022-1538
001049;2020-694;2022-1535
001050;2020-2829;2022-1547
001051;2020-2823;2022-1563
001052;2020-2827;2022-1565
001053;2019-357;2022-1339
001054;2018-1002;2022-1352
001055;2019-3461;2022-1337
001056;2021-2743;2022-1537
001057;2019-2462;2022-1350
001058;2020-2819;2022-1561
001059;2019-694;2022-3713
001060;2020-1386;2022-1876
001061;2019-2537;2022-1874
001062;2020-2502;2022-1879
001063;2019-7552;2022-1887
001064;2020-288;2022-1872
001065;2021-2477;2022-1010
001066;2022-22;2022-1011
001067;2020-285;2022-1567
001068;2021-7098;2022-1542
001069;2020-2802;2022-1553
001070;2022-1367;2022-1270
001071;2019-1465;2022-1324
001072;2018-9242;2022-1883
001073;2019-3325;2022-1881
001074;2020-1385;2022-1886
001075;2020-335;2022-1885
001076;2021-3510;2022-1032
001077;2021-5085;2022-1264
001078;2022-1477;2022-1273
001079;2020-5631;2022-3692
001080;2019-13233;2022-3716
001081;2022-1479;2022-1272
001082;2020-2828;2022-1566
001083;2020-2791;2022-1569
001084;2020-2822;2022-1562
001085;2020-2826;2022-1564
001086;2020-2808;2022-1568
001087;2019-6916;2022-1328
001088;2018-5771;2022-1855
001089;2021-3555;2022-1860
001090;2022-295;2022-1271
001091;2018-6127;2022-1857
001092;2019-2948;2022-1859
001093;2018-6128;2022-1858
001094;2019-7719;2022-1877
001095;2021-1924;2022-1889
001096;2019-151;2022-1878
001097;2020-445;2022-1890
001098;2018-6126;2022-1856
001099;2018-8071;2022-1854
001100;2021-81;2022-1884
001101;2020-2252;2022-2074
001102;2021-12551;2022-1525
001103;2019-1628;2022-1316
001104;2019-1224;2022-1250
001105;2018-3259;2022-1252
001106;2018-864;2022-3592
001107;2019-3975;2022-1288
001108;2019-3245;2022-1317
001109;2019-2000;2022-1320
001110;2018-291;2022-2033
001111;2018-317;2022-2034
001112;2018-6907;2022-2024
001113;2019-5394;2022-2028
001114;2019-4236;2022-2029
001115;2020-4608;2022-2015
001116;2019-4744;2022-2030
001117;2018-1704;2022-2031
001118;2019-279;2022-1216
001119;2018-315;2022-2032
001120;2019-4461;2022-1279
001121;2019-2726;2022-1283
001122;2019-713;2022-1318
001123;2021-3989;2022-1282
001124;2019-3453;2022-1280
001125;2019-1858;2022-1284
001126;2019-829;2022-1207
001127;2022-362;2022-1236
001128;2019-825;2022-1204
001129;2019-1217;2022-1249
001130;2021-3885;2022-3649
001131;2021-3913;2022-3657
001132;2019-111;2022-1265
001133;2021-888;2022-1527
001134;2021-2531;2022-969
001135;2021-2526;2022-970
001136;2019-828;2022-1206
001137;2019-827;2022-1205
001138;2019-3151;2022-1211
001139;2020-5977;2022-2013
001140;2017-2871;2022-1215
001141;2022-1546;2022-1601
001142;2022-408;2022-1235
001143;2018-3252;2022-1253
001144;2018-1331;2022-1257
001145;2019-12957;2022-3636
001146;2019-12958;2022-3638
001147;2019-11816;2022-3637
001148;2021-5270;2022-3650
001149;2021-5284;2022-3654
001150;2019-11821;2022-3635
001151;2020-7160;2022-3648
001152;2021-9518;2022-3661
001153;2020-2716;2022-3651
001154;2021-11261;2022-3666
001155;2019-21267;2022-3630
001156;2021-6456;2022-3660
001157;2017-2520;2022-1214
001158;2021-4965;2022-2042
001159;2020-4939;2022-2012
001160;2021-6156;2022-1602
001161;2020-4326;2022-1999
001162;2019-6703;2022-1287
001163;2020-2479;2022-1242
001164;2021-3364;2022-981
001165;2017-2291;2022-1213
001166;2018-5505;2022-2027
001167;2016-5053;2022-1218
001168;2021-77;2022-1224
001169;2017-2281;2022-1212
001170;2017-2214;2022-1210
001171;2021-4582;2022-1219
001172;2021-153;2022-958
001173;2021-2038;2022-979
001174;2021-3525;2022-980
001175;2021-6741;2022-2014
001176;2019-3150;2022-1210
001177;2019-2993;2022-2061
001178;2020-3828;2022-1402
001179;2021-9751;2022-1401
001180;2022-3808;2022-1445
001181;2020-6009;2022-1404
001182;2019-4886;2022-1442
001183;2022-4061;2022-1424
001184;2021-1720;2022-1358
001185;2021-10407;2022-1400
001186;2020-2917;2022-1486
001187;2020-4406;2022-1395
001188;2020-76;2022-1374
001189;2020-291;2022-1476
001190;2020-3111;2022-1489
001191;2021-1604;2022-1511
001192;2020-344;2022-1461
001193;2020-3822;2022-1473
001194;2020-4167;2022-1494
001195;2020-4358;2022-1498
001196;2021-2611;2022-1462
001197;2020-5332;2022-1417
001198;2018-8458;2022-3462
001199;2018-7456;2022-3459
001200;2018-4859;2022-3463
001201;2018-7543;2022-3464
001202;2020-6338;2022-1362
001203;2020-834;2022-1377
001204;2021-1160;2022-291
001205;2021-1161;2022-292
001206;2021-1156;2022-288
001207;2021-1157;2022-289
001208;2020-1357;2022-287
001209;2021-1159;2022-290
001210;2020-1355;2022-285
001211;2020-3430;2022-1379
001212;2020-6339;2022-1363
001213;2020-1191;2022-282
001214;2020-1353;2022-283
001215;2020-1356;2022-286
001216;2020-4370;2022-1509
001217;2020-4362;2022-1507
001218;2020-4360;2022-1504
001219;2020-1336;2022-305
001220;2021-6185;2022-3571
001221;2021-5378;2022-3560
001222;2021-6872;2022-3546
001223;2020-4154;2022-1506
001224;2020-4346;2022-1505
001225;2021-3017;2022-1448
001226;2020-4403;2022-1397
001227;2020-6272;2022-1449
001228;2020-6001;2022-1450
001229;2020-3447;2022-1459
001230;2020-3473;2022-1458
001231;2020-3437;2022-1460
001232;2020-4175;2022-1502
001233;2020-4166;2022-1493
001234;2020-4150;2022-1496
001235;2020-4174;2022-1501
001236;2020-4157;2022-1500
001237;2022-192;2022-247
001238;2022-113;2022-245
001239;2022-191;2022-246
001240;2020-4356;2022-1503
001241;2020-4364;2022-1508
001242;2022-218;2022-249
001243;2022-391;2022-1461
001244;2020-1370;2022-371
001245;2021-1163;2022-294
001246;2022-40;2022-263
001247;2022-42;2022-265
001248;2021-1168;2022-299
001249;2020-1088;2022-374
001250;2022-63;2022-266
001251;2021-1162;2022-293
001252;2020-5663;2022-1420
001253;2021-1164;2022-295
001254;2021-1167;2022-298
001255;2021-1166;2022-297
001256;2021-1165;2022-296
001257;2020-1114;2022-373
001258;2022-69;2022-269
001259;2020-536;2022-1418
001260;2020-537;2022-1419
001261;2020-5674;2022-1421
001262;2021-1169;2022-300
001263;2021-715;2022-359
001264;2020-1358;2022-360
001265;2020-6267;2022-1408
001266;2020-3451;2022-1455
001267;2021-3186;2022-1410
001268;2020-5899;2022-1453
001269;2020-3132;2022-1388
001270;2022-41;2022-264
001271;2022-227;2022-251
001272;2020-3417;2022-1389
001273;2022-37;2022-260
001274;2022-36;2022-259
001275;2020-4395;2022-1382
001276;2022-33;2022-256
001277;2022-193;2022-248
001278;2022-229;2022-253
001279;2020-349;2022-1456
001280;2020-3445;2022-1454
001281;2021-3199;2022-1412
001282;2020-4391;2022-1380
001283;2020-6266;2022-1407
001284;2021-3188;2022-1411
001285;2022-265;2022-254
001286;2022-228;2022-252
001287;2020-3125;2022-1387
001288;2020-3133;2022-1386
001289;2020-4396;2022-1392
001290;2020-4349;2022-1497
001291;2020-4359;2022-1499
001292;2020-3429;2022-1390
001293;2020-3469;2022-1457
001294;2022-266;2022-255
001295;2021-14464;2022-1492
001296;2022-38;2022-261
001297;2022-219;2022-250
001298;2022-35;2022-258
001299;2022-31;2022-244
001300;2022-34;2022-257
001301;2020-6276;2022-1447
001302;2020-6325;2022-1361
001303;2020-6284;2022-1409
001304;2020-6248;2022-1405
001305;2020-4080;2022-1403
001306;2020-6336;2022-1384
001307;2020-4399;2022-1383
001308;2020-4371;2022-1396
001309;2020-4393;2022-1391
001310;2020-6330;2022-1359
001311;2020-6263;2022-1406
001312;2020-4394;2022-1381
001313;2020-4355;2022-1492
001314;2022-1830;2022-1971
001315;2020-533;2022-1433
001316;2020-5677;2022-1439
001317;2020-5673;2022-1438
001318;2020-546;2022-1436
001319;2020-543;2022-1435
001320;2020-540;2022-1434
001321;2020-532;2022-1432
001322;2020-5308;2022-1431
001323;2020-5667;2022-1437
001324;2020-5184;2022-1429
001325;2020-5681;2022-1441
001326;2020-5680;2022-1440
001327;2020-1185;2022-276
001328;2022-39;2022-262
001329;2020-1186;2022-277
001330;2022-72;2022-272
001331;2020-1187;2022-278
001332;2022-65;2022-267
001333;2022-71;2022-271
001334;2022-73;2022-273
001335;2022-70;2022-270
001336;2022-68;2022-268
001337;2022-74;2022-274
001338;2020-5179;2022-1427
001339;2020-5173;2022-1426
001340;2020-5176;2022-1425
001341;2020-523;2022-1430
001342;2020-6627;2022-1366
001343;2021-1012;2022-1357
001344;2020-5180;2022-1428
001345;2020-6959;2022-1385
001346;2020-4398;2022-1393
001347;2020-830;2022-1376
001348;2020-1190;2022-281
001349;2020-1189;2022-280
001350;2020-6936;2022-1369
001351;2020-6646;2022-1367
001352;2020-6622;2022-1365
001353;2020-1188;2022-279
001354;2020-4405;2022-1394
001355;2020-74;2022-1373
001356;2020-6603;2022-1364
001357;2020-1354;2022-284
001358;2022-1829;2022-1969
001359;2020-2859;2022-1463
001360;2020-4153;2022-1495
001361;2020-3871;2022-1490
001362;2020-4351;2022-1510
001363;2021-18177;2022-1474
001364;2022-242;2022-304
001365;2018-1593;2022-1488
001366;2022-808;2022-1460
001367;2022-77;2022-318
001368;2021-1699;2022-324
001369;2022-53;2022-342
001370;2021-1567;2022-321
001371;2021-1300;2022-311
001372;2021-1339;2022-314
001373;2021-1714;2022-337
001374;2021-1713;2022-325
001375;2022-95;2022-328
001376;2021-1571;2022-319
001377;2022-212;2022-315
001378;2021-1698;2022-323
001379;2021-1701;2022-339
001380;2022-94;2022-327
001381;2021-1570;2022-322
001382;2022-78;2022-326
001383;2021-1700;2022-338
001384;2021-894;2022-330
001385;2021-1308;2022-335
001386;2021-1014;2022-351
001387;2021-1309;2022-336
001388;2020-307;2022-1482
001389;2021-1101;2022-334
001390;2020-1184;2022-356
001391;2022-96;2022-329
001392;2022-131;2022-340
001393;2021-1320;2022-357
001394;2022-213;2022-341
001395;2021-1158;2022-275
001396;2021-1338;2022-313
001397;2022-32;2022-303
001398;2021-1097;2022-308
001399;2022-30;2022-302
001400;2021-1170;2022-301
001401;2021-1098;2022-306
001402;2021-1019;2022-312
001403;2021-1321;2022-309
001404;2021-1096;2022-307
001405;2021-5165;2022-1169
001406;2020-303;2022-1479
001407;2021-4994;2022-1174
001408;2022-505;2022-1175
001409;2022-1366;2022-1190
001410;2022-912;2022-1199
001411;2022-570;2022-1176
001412;2021-9903;2022-1478
001413;2020-3056;2022-1470
001414;2020-295;2022-1465
001415;2020-845;2022-1378
001416;2020-6648;2022-1368
001417;2020-6943;2022-1371
001418;2020-550;2022-1416
001419;2020-829;2022-1375
001420;2020-70;2022-1372
001421;2021-3703;2022-3570
001422;2020-11123;2022-3557
001423;2021-955;2022-3460
001424;2021-5048;2022-3542
001425;2019-17519;2022-3531
001426;2021-2181;2022-3519
001427;2021-4096;2022-3558
001428;2020-6301;2022-1360
001429;2021-10465;2022-3561
001430;2022-832;2022-3559
001431;2022-347;2022-3545
001432;2021-694;2022-1560
001433;2020-7795;2022-1973
001434;2022-68;2022-936
001435;2022-263;2022-932
001436;2017-1826;2022-1177
001437;2022-182;2022-943
001438;2021-968;2022-3572
001439;2022-815;2022-1193
001440;2020-222;2022-1178
001441;2020-2943;2022-1179
001442;2021-1301;2022-352
001443;2021-1310;2022-354
001444;2021-1307;2022-353
001445;2021-991;2022-350
001446;2021-1682;2022-355
001447;2021-39;2022-367
001448;2021-76;2022-370
001449;2021-75;2022-369
001450;2021-40;2022-368
001451;2021-41;2022-361
001452;2020-2851;2022-1189
001453;2020-290;2022-1181
001454;2019-6060;2022-1305
001455;2020-366;2022-1287
001456;2020-2174;2022-1312
001457;2020-2194;2022-1293
001458;2020-1981;2022-1311
001459;2020-2000;2022-1313
001460;2020-2160;2022-1296
001461;2020-1999;2022-1302
001462;2020-2321;2022-1309
001463;2021-3923;2022-1277
001464;2020-1790;2022-1275
001465;2021-3998;2022-1273
001466;2020-2847;2022-1228
001467;2020-1739;2022-1226
001468;2020-1772;2022-1223
001469;2020-2883;2022-1279
001470;2020-2864;2022-1283
001471;2020-287;2022-1186
001472;2020-2856;2022-1187
001473;2020-1932;2022-1276
001474;2020-1762;2022-1222
001475;2022-4045;2022-1347
001476;2022-3849;2022-1324
001477;2020-5421;2022-1344
001478;2020-357;2022-1247
001479;2020-2853;2022-1188
001480;2019-543;2022-1251
001481;2019-542;2022-1250
001482;2019-7470;2022-1233
001483;2019-2374;2022-1232
001484;2019-1990;2022-1252
001485;2020-2867;2022-1194
001486;2019-3646;2022-1153
001487;2019-2175;2022-1154
001488;2019-3649;2022-1152
001489;2019-20572;2022-3403
001490;2020-1753;2022-1220
001491;2020-3820;2022-1319
001492;2019-6730;2022-1225
001493;2021-3572;2022-1218
001494;2020-2214;2022-1317
001495;2020-2323;2022-1316
001496;2020-1989;2022-1318
001497;2020-2190;2022-1314
001498;2020-2892;2022-1173
001499;2020-2868;2022-1182
001500;2020-2893;2022-1172
001501;2020-2875;2022-1177
001502;2020-2895;2022-1179
001503;2020-2897;2022-1178
001504;2020-2885;2022-1176
001505;2020-2887;2022-1171
001506;2020-2898;2022-1192
001507;2021-3012;2022-1307
001508;2020-4678;2022-1304
001509;2020-2365;2022-1297
001510;2020-1839;2022-1271
001511;2020-2350;2022-1294
001512;2021-2765;2022-1289
001513;2021-2993;2022-1301
001514;2020-289;2022-1193
001515;2020-2877;2022-1174
001516;2020-286;2022-1185
001517;2020-2900;2022-1180
001518;2020-2176;2022-1315
001519;2020-3463;2022-1242
001520;2020-3443;2022-1224
001521;2020-3465;2022-1237
001522;2020-3468;2022-1229
001523;2020-4694;2022-1282
001524;2020-4665;2022-1244
001525;2020-4937;2022-1241
001526;2020-356;2022-1219
001527;2018-1899;2022-1347
001528;2021-15372;2022-1455
001529;2021-17301;2022-1423
001530;2020-1946;2022-1274
001531;2020-4949;2022-1280
001532;2022-3545;2022-1345
001533;2020-1949;2022-1278
001534;2021-18835;2022-1437
001535;2020-351;2022-1264
001536;2020-2870;2022-1190
001537;2020-2871;2022-1191
001538;2020-352;2022-1221
001539;2021-18959;2022-1444
001540;2021-2981;2022-1303
001541;2020-490;2022-1253
001542;2022-3108;2022-1336
001543;2020-4887;2022-1227
001544;2020-470;2022-1225
001545;2020-2878;2022-1183
001546;2020-2882;2022-1184
001547;2020-485;2022-1300
001548;2021-4245;2022-1269
001549;2020-2366;2022-1310
001550;2021-17237;2022-1439
001551;2019-4202;2022-1170
001552;2020-4691;2022-1286
001553;2020-1815;2022-1285
001554;2020-4695;2022-1284
001555;2020-4679;2022-1299
001556;2020-2881;2022-1170
001557;2020-4671;2022-1298
001558;2020-4413;2022-1295
001559;2020-2884;2022-1175
001560;2020-1918;2022-1281
001561;2020-4664;2022-1262
001562;2021-17303;2022-1432
001563;2020-4884;2022-1263
001564;2019-5806;2022-1234
001565;2019-4982;2022-1255
001566;2020-3472;2022-1234
001567;2020-4435;2022-1306
001568;2020-2561;2022-1199
001569;2021-4091;2022-1352
001570;2017-1476;2022-1430
001571;2020-2540;2022-1205
001572;2020-2562;2022-1214
001573;2021-9467;2022-1459
001574;2020-2552;2022-1210
001575;2021-15520;2022-1411
001576;2021-15539;2022-1412
001577;2022-183;2022-1428
001578;2021-7078;2022-1408
001579;2019-1100;2022-1221
001580;2020-2524;2022-1201
001581;2020-3835;2022-1235
001582;2020-1935;2022-1246
001583;2020-2526;2022-1202
001584;2020-1789;2022-1249
001585;2020-10651;2022-3370
001586;2020-2532;2022-1204
001587;2021-36;2022-1342
001588;2021-1978;2022-1407
001589;2021-18419;2022-1421
001590;2022-96;2022-1171
001591;2022-298;2022-1156
001592;2022-449;2022-1151
001593;2020-10454;2022-3369
001594;2021-2899;2022-1158
001595;2019-3871;2022-1218
001596;2021-7206;2022-1542
001597;2021-6732;2022-1901
001598;2021-5192;2022-1911
001599;2022-1354;2022-1157
001600;2019-1665;2022-1220
001601;2019-3870;2022-1217
001602;2021-17915;2022-1447
001603;2021-17563;2022-1449
001604;2021-18813;2022-1435
001605;2021-18498;2022-1416
001606;2021-17998;2022-1436
001607;2020-417;2022-1458
001608;2020-4658;2022-1245
001609;2020-1911;2022-1267
001610;2020-3478;2022-1258
001611;2020-2533;2022-1196
001612;2020-1794;2022-1252
001613;2020-1930;2022-1270
001614;2020-1787;2022-1266
001615;2020-2547;2022-1195
001616;2020-1795;2022-1256
001617;2020-2545;2022-1197
001618;2020-1931;2022-1240
001619;2020-4663;2022-1230
001620;2020-1754;2022-1243
001621;2021-4557;2022-1346
001622;2020-2549;2022-1198
001623;2020-1786;2022-1268
